ConversationID,occurredDate,conversationType,notesLength,emoticon,notes
505defd2e4b056530e63cc3a,9/21/12 17:05,Client,258,,My grocery store started packaging some of their fancier cheeses in one to two ounce packages. Great for me because I can buy a small amount to have on hand on days where I can treat myself and not have another six or seven ounces sitting in the refrigerator
50606ab4e4b056530e5d17f4,9/24/12 14:14,ExerciseLog,0,Smiley2,
5063a4aee4b056530e63cc3d,9/27/12 0:58,Client,237,,"I've been logging all my food on fitbit but have not had time to transfer info here.  My last day of work is Friday and I'm bringing home work every night to try to get everything done by then.  Things should be back to """"normal"""" Saturday"
5063a4aee4b056530e63cc3d,9/27/12 0:58,Client,80,,"Thanks for the update .New York is coming up soon..couple more days!!"
5064bea3e4b056530e5d17fa,9/27/12 21:01,ExerciseLog,19,,Still feeling good?
5064bea3e4b056530e5d17fa,9/27/12 21:01,ExerciseLog,3,Smiley4,Yep
5067b5a7e4b056530e63cc42,9/29/12 2:59,Client,142,,Had my retirement luncheon today.  Overeating was not a problem because I was so busy talking to people.  I didn't really have time to eat :-)
5067b5a7e4b056530e63cc42,9/29/12 2:59,Client,21,,Congrats on retiring!
5067b5a7e4b056530e63cc42,9/29/12 2:59,Client,16,,Congratulations!
5068a784e4b056530e6ac213,9/30/12 20:11,Client,271,,"Hi ....first of all congrats on your retirement!  Also, I wanted to remind you that I will be in a training from Oct 1-5th, but will have my cell and access to email if you need to reach me.  Have a good week and if I don't talk to you, have a great time in NYC."
5068a784e4b056530e6ac213,9/30/12 20:11,Client,21,,Have fun in Vegas :-)
5069845be4b056530e5d1802,10/1/12 11:54,ExerciseLog,34,,That sounds like the perfect plan!
506b1277e4b056530e63cc49,10/1/12 16:12,Client,75,,Got the fitbit tracker on my smartphone.  Now I can add meals in real time.
506ba62be4b056530e6af1f8,10/3/12 2:42,Client,155,,"Hey - I received your message about the 23rd. I can do either time. Let me know which works better for you. How is tracking on your phone going?"
506ba62be4b056530e6af1f8,10/3/12 2:42,Client,135,,"okay, lets do noon.  I haven't tried the tracking yet.  I just got the phone yesterday and am still trying to figure out how to use it."
506c550fe4b056530e63cc4c,10/3/12 15:09,Client,389,,"This is the ABCDE that I've been thinking about:A - Weight loss stalls, plateausB - That's all the weight I'm going to loseC -Give up, """"I'm never going to be successful""""D - My history shows that after a period of plateau, I begin to lose weight againE - Keep up the program, regardless of whether I lose or not daily, I am much more healthy, the weight loss will come at its own pace."
506c58c1e4b056530e63cc4f,10/3/12 15:24,Client,357,,"I've been thinking about food planning for my trip to NY.  The friend we're staying with emailed me to see what kind of breakfast and snacks we would like in the house.  Eating a good breakfast will be a great start. Historically, when I've gone to NY, I don't eat at the apartment.  Instead, the first thing I do is stop for coffee and some kind of pastry."
506c58c1e4b056530e63cc4f,10/3/12 15:24,Client,38,,Planning ahead is always a great idea!
506e2ce3e4b056530e653f73,10/5/12 0:42,Client,315,,"Hey , it was great to meet again.  As we discussed, remember to continue:1.Keeping motivators handy and looking at them multiple times during the day- especially when entering tempting situation2.Keeping track of both slip-ups and success on the timeline3. Logging one use of the ABCDE model per week"
506eedbae4b056530e61c8b6,10/5/12 14:24,Client,209,,"Happy Friday!! Just dropping in to send some love your way! Keep up all the hard work and remember...""""No matter how slow you go, you are still lapping everyone on the couch.""""Have a beautiful weekend!"
507237b6e4b056530e63cc54,10/8/12 2:17,Client,69,,Weight today 176.7 brought my withings with me to ny in my carryon:-)
507237b6e4b056530e63cc54,10/8/12 2:17,Client,25,Smiley1,Dedication at its finest!
507237b6e4b056530e63cc54,10/8/12 2:17,Client,5,,nice!
507237b6e4b056530e63cc54,10/8/12 2:17,Client,7,,Agreed!
50723a66e4b056530e6ac21e,10/8/12 2:28,Client,201,,Wow.....NY is apparantly where to go to get some steps in!!!  Way to go....and to pack your scale....did the TSA screeners ask about that????  Can't wait to see how your trip goes!  You're doing great!
50731960e4b056530e5d180b,10/8/12 18:20,ExerciseLog,52,,AMAZING! How is everything holding up? Feeling good?
507c8de5e4b056530e6af4e4,10/10/12 22:27,Client,54,,"Hey Are you back from New York? How was it?"
507cc791e4b056530e63cc5d,10/16/12 2:33,Client,455,,"Not back from NY until Saturday night.  Was in New Hampshire four days with not even cell service and my friend here in NY does not have USB port on her computer so I have not been able to synch my devices.  Have been using them and should be able to synch whe I get home. My weights are as follows:  sun 176.7, mon 177.7, tue 176.8, wed 175.8, thu 176.4, fri 176.6, sat 175.4, sun 176.7, mon 175.6.  Lots of steps daily altho I forgot my fitbit today :-("
507cc791e4b056530e63cc5d,10/16/12 2:33,Client,81,,"Thanks for the update . Have fun!I love that you brought your scale :)"
507dcf20e4b056530e63cc62,10/16/12 21:18,Client,34,,175.2 today and 10k steps (so far)
507dcf20e4b056530e63cc62,10/16/12 21:18,Client,5,,Nice!
507ea35ee4b056530e61c8cb,10/17/12 12:23,Client,283,,"Hey ! Do you think we could move our appointment on Monday to a bit earlier in the day? I have a job interview at noon est... I can also do Tuesday! Its your call. Let me know what you think!I hope you are having a FABULOUS time in NYC.. Your activity is fantastic!"
5081cceee4b056530e6ac248,10/19/12 21:58,Client,210,,"Hi ,  Hope you have had a great time in NY!  Glad to hear about all of the steps you are getting in and that you are continuing to weigh in!  Looking forward to checking in with you after you get back."
5084b527e4b056530e688dfa,10/22/12 2:54,Client,1136,ThumbsUp,"We are excited to announce that in response to numerous client requests, we are shifting the """"start"""" of a Retrofit week to Monday.  This means your weight change for any given week on the program is now measured from Monday to Sunday.We have adjusted your program start to the Monday prior to your first weigh-in.  If your first weigh-in was on a Monday, then it remains as-is. Due to this change you may see a change in the historical green-gray-red pattern you are used to seeing.  Rest assured, your data hasn't actually changed - just how it is parceled out to each individual week. If you have any questions, please contact your program advisor.We would like to tell you about two other enhancements we just released:First, we upgraded the graphs that display weight, activity and sleep data.  You can now click and drag to zoom in on a section of data.  In addition you can click on the legend of the graph to turn a particular data series on/off.Second, we added a new """"Quiz Results"""" tab where you can view the results of your Lifestyle Patterns Quiz in a nice, graphical format.Thanks - The Retrofit Development Team"
5085968ce4b056530e6af661,10/22/12 18:55,Client,88,,"Hey I hope you had a great weekend! Looking forward to our check in tomorrow!"
508739e7e4b056530e61c933,10/24/12 0:44,Client,388,,"It was great to catch up with you today, ! I am so glad you had a blast in NYC. Just to review a few things we chatted about this afternoon...- close to 10k per day-- use the mall if necessary- continue strength training--- I will send a few new exercises as well as go through the other ones I previously sent.. Keep an eye on your email!Have a great remainder of the week!"
50875dbfe4b056530e63cc67,10/24/12 3:17,Client,150,,Forgot to tell y'all a great thing that happened on my trip.  I actually had to buy a belt about halfway through because my jeans wouldn't stay up :-)
50875dbfe4b056530e63cc67,10/24/12 3:17,Client,30,ThumbsUp,That's a nice problem to have!
50875dbfe4b056530e63cc67,10/24/12 3:17,Client,25,Smiley4,hahahaha! Thats fabulous!
50875dbfe4b056530e63cc67,10/24/12 3:17,Client,5,,Nice!
5089786ae4b056530e5d1813,10/25/12 17:35,ExerciseLog,41,,That is fantastic! More steps! Great job.
5089786ae4b056530e5d1813,10/25/12 17:35,ExerciseLog,77,,I should clarify - beginning next week! Had to scope out the possible routes.
5089cb9be4b056530e6540da,10/25/12 23:30,Client,245,,"Hey , it was great to meet again.  As we discussed, remember to :1.  To set a time for exercise and food preparation each day: 11:00 A.M. (unless a better time emerges)2.Set a schedule for meals that fits your natural sleep cycle"
5089d729e4b056530e5d1819,10/26/12 0:19,ExerciseLog,9,,Fabulous!
508ae93ee4b056530e6af788,10/26/12 19:49,Client,20,,I love your picture!
50903a6de4b056530e6ac26f,10/30/12 20:37,Client,112,,Sorry about your ankle.  Hope it starts to feel better soon.  Looking forard to our session on Thursday evening.
50907f85e4b056530e5d1827,10/31/12 1:31,ExerciseLog,34,,Oh no... any swelling or bruising?
50907f85e4b056530e5d1827,10/31/12 1:31,ExerciseLog,124,,A little swelling.  Been icing it on and off.  Feels a lot better tonight.  Did arm and leg exercise tonight with no problem
5092f936e4b056530e63cc70,10/31/12 22:35,Client,36,,Worked at cat shelter this afternoon
5092f936e4b056530e63cc70,10/31/12 22:35,Client,22,ThumbsUp,I bet that was so fun!
5092f936e4b056530e63cc70,10/31/12 22:35,Client,124,,"Yes, I may be assisting at their mobile spay/neuter clinic one or two afternoons a week.  I'll find out in a couple of weeks"
5092f936e4b056530e63cc70,10/31/12 22:35,Client,19,,That will be great!
5095e42de4b056530e5d182f,11/4/12 3:42,ExerciseLog,11,ThumbsUp,Yaayyyy!!!!
5095e48be4b056530e5d1836,11/4/12 3:44,ExerciseLog,16,,I love this one!
50994286e4b056530e5d183d,11/6/12 17:01,ExerciseLog,6,,Yayyy!
50996586e4b056530e63cc79,11/6/12 19:31,Client,39,,Increasing my morning step goal to 3500
50996586e4b056530e63cc79,11/6/12 19:31,Client,94,,Nice! As long as you are comfortable with it and it does not cause pain or distress way to go!
509af1e2e4b056530e6afa1d,11/7/12 23:42,Client,85,,"Hey - How did increasing your morning step goal go? Over 9500 yesterday!!!"
509af1e2e4b056530e6afa1d,11/7/12 23:42,Client,26,,I love to see these steps!
509af1e2e4b056530e6afa1d,11/7/12 23:42,Client,103,,Getting a bunch out of the way in the morning is working out great.Gets me active early and no pain :-)
509af1e2e4b056530e6afa1d,11/7/12 23:42,Client,11,,Keep it up!
509bc396e4b056530e6893a7,11/8/12 14:38,Client,445,,"I hope this message finds you well. I am sending a quick update to make you aware I will be out of town the evening of Friday, November 9, 2012 to end of day Tuesday, November 13, 2012. Your team will be available at this time, but if you have any urgent Program Advisor needs while I am out, please feel free to contact my colleague and fellow Program Advisor, Jen Rose. She can be reached at jen@retrofitme.com. Have a great, heathy weekend!"
509ffa7ae4b056530e5d1848,11/11/12 19:20,ExerciseLog,49,,Wow! That is wonderful! How did it make you feel?
509ffa7ae4b056530e5d1848,11/11/12 19:20,ExerciseLog,91,,Great!  I can actually feel my abs now and tried to use them to control the back and forth.
509ffa7ae4b056530e5d1848,11/11/12 19:20,ExerciseLog,10,,Beautiful!
50a15845e4b056530e63cc7e,11/12/12 20:12,Client,62,,Not feeling well today.  Probably won't have too much activity
50a15845e4b056530e63cc7e,11/12/12 20:12,Client,12,,Feel better!
50a2eccce4b056530e6541af,11/14/12 0:58,Client,374,,"Hey , it was great to meet again.  As we discussed, remember:1. When you see that you have additional calories available and want to eat more, post first on timeline to give yourself the ability to see whether you truly need to eat more.Also, remember to keep logging your food consistently.Congrats on achieving both quantitative and qualitative successes!"
50a30f0de4b056530e6ac281,11/14/12 3:25,Client,204,,Hi ...just wanted to check in and see how you are feeling.  So great to see your continued logging and your successes with your exercise and your weight!  Please let me know if you need anything.
50a47e57e4b056530e63cc83,11/15/12 5:32,Client,98,,Still not feeling well - upper respiratory infection.  Not much of an appetite nor much energy :-(
50a47e57e4b056530e63cc83,11/15/12 5:32,Client,119,Smiley8,"Sorry to hear this . Stay hydrated and get a lot of rest. BTW-Your progress here is still looking AMAZING!!!"
50a47e57e4b056530e63cc83,11/15/12 5:32,Client,30,,"So sorry to hear, feel better."
50a47e57e4b056530e63cc83,11/15/12 5:32,Client,128,,"Eww those are terrible, i am so sorry you are still not doing well. Were you able to be out on some antibiotics to knock it out?"
50a66ea0e4b056530e63cc8c,11/16/12 16:49,Client,63,,Feeling a little better today.  May try to do a little walking.
50a66ea0e4b056530e63cc8c,11/16/12 16:49,Client,155,,"That is a great place to start... moving can sometimes help with that last hump that you have to get over. Just take it nice and easy, listen to your body."
50a84f5ae4b056530e5d1855,11/18/12 3:00,ExerciseLog,44,,I am so glad to hear you are feeling better!
50aa9cfce4b056530e63cc91,11/19/12 20:56,Client,119,,"Feeling back to my old self - finally.  Will go swimming tonight but take it easy, maybe 30 minutes instead of an hour."
50aa9cfce4b056530e63cc91,11/19/12 20:56,Client,17,,That sounds good.
50aa9cfce4b056530e63cc91,11/19/12 20:56,Client,0,ThumbsUp,
50aa9cfce4b056530e63cc91,11/19/12 20:56,Client,52,Smiley8,Waited a half hour at the pool but no one showed up.
50aa9cfce4b056530e63cc91,11/19/12 20:56,Client,7,ThumbsDown,Bummer!
50aa9cfce4b056530e63cc91,11/19/12 20:56,Client,55,,Sorry about the swimming.  Glad you are feeling better.
50aadface4b056530e54d7d5,11/20/12 1:41,FoodLog,81,Smiley4,"For dinner I made broiled salmon, asparagus, and homemade raita w/cucumber.  Yum!"
50ac4bffe4b056530e5d185a,11/21/12 3:35,ExerciseLog,45,,How is that for some free exercise! Fabulous!
50b19f1ee4b056530e63cc9e,11/25/12 4:31,Client,120,,Been out of town since Thursday morning.  Made good food choices while gone and got some walking in Thursday and Friday.
50b19f1ee4b056530e63cc9e,11/25/12 4:31,Client,5,,Nice!
50b83ba5e4b056530e63cca3,11/29/12 4:52,Client,44,,"Calories burned 2301, calories consumed 1711"
50b83ba5e4b056530e63cca3,11/29/12 4:52,Client,19,,Nice negativity! :)
50b83ba5e4b056530e63cca3,11/29/12 4:52,Client,0,ThumbsUp,
50b8ee44e4b056530e63ccaa,11/29/12 17:35,Client,44,,"Calories burned 2217, calories consumed 1596"
50b8ee44e4b056530e63ccaa,11/29/12 17:35,Client,10,,Nice work!
50ba3d44e4b056530e63ccb6,11/30/12 17:24,Client,35,,"Calories burned 2277, consumed 1668"
50ba3d44e4b056530e63ccb6,11/30/12 17:24,Client,81,,Very nice... where are you getting the numbers from? combo of logging and fitbit?
50ba3d44e4b056530e63ccb6,11/30/12 17:24,Client,201,,"I log all my food on fitbit and it calculates calories I've eaten for the day.  I also log any exercise I do other than walking (swimming, rowing, yard work, etc) and it adds it to the calories burned."
50b98ee8e4b056530e63ccaf,12/1/12 5:00,Client,41,,Got into an old pair of jeans tonight :-)
50b98ee8e4b056530e63ccaf,12/1/12 5:00,Client,52,Smiley1,Those are the best moments!!! Thank you for sharing!
50b98ee8e4b056530e63ccaf,12/1/12 5:00,Client,7,,Woohoo!
50bb8ae4e4b056530e63ccbd,12/2/12 17:07,Client,121,,Had a bad fall yesterday scraping my knee and bruising my ribs.  Probably won't be doing much exercise for a few days :-(
50bb8ae4e4b056530e63ccbd,12/2/12 17:07,Client,19,,Oh no! Feel better!
50bb8ae4e4b056530e63ccbd,12/2/12 17:07,Client,41,,Ouch! I hope you're not in too much pain!
50bb8ae4e4b056530e63ccbd,12/2/12 17:07,Client,44,,"Very painful last two days, but better today"
50bb8ae4e4b056530e63ccbd,12/2/12 17:07,Client,83,,Sorry to hear about the pain but am so happy to hear that you are doing better now!
50bb8ae4e4b056530e63ccbd,12/2/12 17:07,Client,288,,"Sorry that you are hurt!  The good news is that even though you will not be doing much exercise, you are now skilled at making healthier, lower calorie food choices...which will still help keep you on track!  Please let me know if there is anything I can help you with.  Feel better soon!"
50bfec98e4b056530e63ccca,12/5/12 0:53,Client,37,,"Calories expended 2247, consumed 1747"
50be9bffe4b056530e6542c5,12/5/12 0:57,Client,276,,"Hey , it was great to meet again.  As we discussed, remember to:1.  When you feel like overeating use your coping skills to help the urge passA.	Chew sugar free gumB.	Take a walkC.	Reach out and talk to a friend2.	Start back with mindful eating, away from TV"
50bfec83e4b056530e54d7ec,12/6/12 0:53,FoodLog,28,,"Whoops, this was yesterday's"
50c14604e4b056530e63cccd,12/6/12 1:27,Client,44,,"Calories burned 2332, calories consumed 1752"
50c27254e4b056530e63ccd0,12/6/12 22:48,Client,35,,"Calories burned 2121, consumed 1817"
50c4b575e4b056530e63ccd3,12/7/12 15:59,Client,35,,"Calories burned 2231, consumed 1706"
50c4b595e4b056530e63ccd6,12/8/12 16:00,Client,35,,"Calories burned 2322, consumed 1764"
50c7ac26e4b056530e6ac2a8,12/11/12 21:56,Client,436,,"Hi , wanted to check in and see how things are going?  This can be a tricky time of year with the abundance of food and with the colder weather, it can be difficult to get activity in.  We have 2 sessions left and I had made a note that one of those would be mid-December.  Let me know if you would like to schedule something before Christmas...if not we can schedule something after....whatever works best for you.  Take care."
50c7ac26e4b056530e6ac2a8,12/11/12 21:56,Client,121,,Hi Tarie!~ Things are going well so let's schedule something for the first week in January.  Maybe Wednesday or Thursday.
50c7ac26e4b056530e6ac2a8,12/11/12 21:56,Client,295,,", I can do either Wed or Thur (Jan 2 or 3rd)...or I can do the following week as well.  Our session will be 30 minutes and I can do any time after 3 pm on Wed, Jan 2nd and not until after 6 pm or Thur, Jan 3rd.  Let me know what would work best for you.  Looking forward to catching up."
50c7ac26e4b056530e6ac2a8,12/11/12 21:56,Client,38,,"How about Thursday, Jan 3, at 6:30 pm?"
50c7ac26e4b056530e6ac2a8,12/11/12 21:56,Client,55,Smiley2,Works for me....I will set the appt thru the dashboard!
50c7ac26e4b056530e6ac2a8,12/11/12 21:56,Client,49,,me too! What do you have for the week of the 7th?
50c7ac26e4b056530e6ac2a8,12/11/12 21:56,Client,42,, - what time of day are you available?
50c7ac26e4b056530e6ac2a8,12/11/12 21:56,Client,37,,I prefer around 6:00p est or later...
50c7ac26e4b056530e6ac2a8,12/11/12 21:56,Client,140,,"Could we do the following week either Mon, Tue, or Wed at 6:30 pm Central?  That would be the 14th, 15th, or 16th. Any of those work for me."
50c7ac26e4b056530e6ac2a8,12/11/12 21:56,Client,55,,Lets do the 14th at 6:30p your time! Setting us up now!
50ccc4c8e4b056530e63ccd9,12/14/12 18:43,Client,37,,"Calories expended 2234, consumed 1704"
50cf5931e4b056530e63ccdc,12/15/12 17:41,Client,37,,"Calories expended 2171, consumed 1690"
50cf5b04e4b056530e63ccdf,12/16/12 17:48,Client,37,,"calories expended 2132, consumed 1739"
50cfbf92e4b056530e65432e,12/17/12 0:57,Client,352,,"Hey , it was great to meet again.  As we discussed, remember to:Strategies: 1.	Read the following articles on weight loss plateaus http://www.mayoclinic.com/health/weight-loss-plateau/MY01152/NSECTIONGROUP=2http://exercise.about.com/cs/weightloss/a/weightplateaus.htm2.	Post a small success to timeline at least once every other day"
50d10e90e4b056530e689810,12/19/12 0:48,Client,568,,"We updated the Retrofit site on Sunday and wanted to mention two long-requested enhancements.  First, you can now delete posts and comments you make on your timeline (look for an X in the top-right corner of the post/comment).Second, we update your My Data tab in near-real time anytime your Fitbit or Withings data is updated.  You no longer need to request manual data updates.Finally, you will see a new 'Programs' tab at the top which lists start and end date information about your current Retrofit plan (and, if you are on Retrofit Next, your year 1 plan)."
50d12f0de4b056530e654376,12/19/12 3:05,Client,196,,"Hey, I just wanted to let you know that I will be unavailable to respond on timeline from 12/23/12 to 1/3/13.  If you need anything please reach out to the Program Adviser.  Have a happy holiday!!"
50d4ad3ee4b056530e63cce2,12/20/12 18:41,Client,87,,I stopped taking daily Pepcid about two weeks ago and have not had any reflux problems!
50d4ad3ee4b056530e63cce2,12/20/12 18:41,Client,15,,That's awesome!
50d4ad3ee4b056530e63cce2,12/20/12 18:41,Client,86,,"That is a a huge success, ! Anytime you can stop taking medication is a plus!"
50d4ad3ee4b056530e63cce2,12/20/12 18:41,Client,395,,That is such exciting news !  It is so great to see your continued success week after week!  When this time of year is filled with rich foods and desserts...you're way ahead of the game and only have 10 pounds to go to get to your goal!  Do hesitate to reach out if you need additional support!  Looking forward to our next session!  Wish you the best Christmas with family and friends.
50d4ad3ee4b056530e63cce2,12/20/12 18:41,Client,36,,That is fantatsic!! Merry Christmas!
50d5d35ae4b056530e63cced,12/21/12 15:35,Client,35,,"Calories burned 2185, consumed 1609"
50d5f28ee4b056530e5d186b,12/22/12 17:49,ExerciseLog,41,,How did it feel? And how are YOU feeling?
50d5f28ee4b056530e5d186b,12/22/12 17:49,ExerciseLog,270,,"It turns out I broke a rib in the fall I had on 12/1.  Have not been able to do any swimming, rowing, Pilates.  Just walking.  Thought I'd add the leg exercises back in.  Rib is actually feeling good, but it need to take it easy on the upper body for about 2 more weeks."
50d5f28ee4b056530e5d186b,12/22/12 17:49,ExerciseLog,105,,"I heard about that! No worries, I think adding in lower body is a great way to ease back into everything."
50db7467e4b056530e6ac2d2,12/25/12 22:04,Client,38,,how are you getting all those steps???
50db7467e4b056530e6ac2d2,12/25/12 22:04,Client,183,,I walk at least 3500 steps in the morning when I get up.  Most of the time the rest comes through my normal activities although every once in a while I do another walk in the evening.
50db7467e4b056530e6ac2d2,12/25/12 22:04,Client,25,,I love how aware you are!
50db3b66e4b056530e63ccf0,12/26/12 18:01,Client,25,,Yay!  Broke the 169 mark!
50db3b66e4b056530e63ccf0,12/26/12 18:01,Client,0,Smiley1,
50db3b66e4b056530e63ccf0,12/26/12 18:01,Client,7,,Woohoo!
50db3b66e4b056530e63ccf0,12/26/12 18:01,Client,11,,FABULOUS!!!
50dc7b69e4b056530e63ccf9,12/27/12 16:46,Client,45,,Got into another old pair of jeans yesterday!
50df5286e4b056530e63ccfc,12/28/12 20:28,Client,97,,Put jeans that I was able to get into in October into the Goodwill box.  They are now too big :-)
50df5286e4b056530e63ccfc,12/28/12 20:28,Client,10,,I love it!
50e70144e4b056530e63cd01,1/3/13 16:20,Client,37,,"Calories consumed 1707, expended 2238"
50e87729e4b056530e63cd04,1/4/13 18:55,Client,37,,"Expended 2187 calories, consumed 1685"
50eadcdce4b056530e54d809,1/7/13 14:34,FoodLog,50,Smiley2,Great to see your food choices....they look great!
50eb60c5e4b056530e6b08c4,1/7/13 23:56,Client,774,,"Hi , I thought this would be a great idea for you. You are starting your 27th week in your program (a little over 1/2 way) and are still making amazing progress. You have 25 weeks left and we want to make sure that we capture and recognize all the changes you have made for yourself. One great way to do this is by having you retake the Life Style Patterns Quiz. You took this in the beginning of the program. You can find the link to retake your lifestyle patterns quiz under your quiz results tab on your dashboard. In the upper left hand corner you should have the link that says retake quiz. Once completed you will be able to view and compare your past and present results. We should schedule a checkin call in the near future to go over your results."
50ecc00ce4b056530e65441b,1/9/13 0:55,Client,595,,"Dear , it has been so wonderful working with you. Congratulations on all of the amazing changes you have made and the success you have achieved. Below are the keys to success that we discussed. Even though our sessions have ended I am here to support you so please feel free to reach out via timeline or email.1. Remember in difficult situations the goal is to ‰ÛÏmaintain‰Ûù, not to lose weight- focus on damage control2. Bounce back to routine when the difficult time passes3. Use walking and reading as alternative coping skills4. Celebrate, celebrate, celebrate (buy new clothing!)"
50ecd968e4b056530e5d1874,1/9/13 2:43,ExerciseLog,34,,Great! How did the body handle it?
50ecd968e4b056530e5d1874,1/9/13 2:43,ExerciseLog,105,,"I was SORE today.  Hard to get out of bed but it worked itself out.  Muscle soreness, not joint soreness."
50ecd968e4b056530e5d1874,1/9/13 2:43,ExerciseLog,177,,"perfect! I am so glad you pushed through and got out of bed... The hardest part is always getting moving.. I like to say, """"motion is lotion"""" :) Keep me posted how tomorrow goes."
50f0f1cae4b056530e54d816,1/12/13 5:16,FoodLog,104,,How is the Indian food?  Be careful of the dried fruit...its delicious....but can be high in calories!!!
50f0f1cae4b056530e54d816,1/12/13 5:16,FoodLog,77,,I measure the dried fruit so that I get between and 80 - 100 calorie serving.
50f0f1cae4b056530e54d816,1/12/13 5:16,FoodLog,12,,way to go!!!
50f2e37de4b056530e65449c,1/13/13 16:40,Client,147,,"Hi , I wanted to check in and see if there was anything I could be of help.  How are you doing? Congrats on losing over a pound this week!"
50f2e37de4b056530e65449c,1/13/13 16:40,Client,133,,"Hi  - I've been sick since Friday, maybe the flu.  I think the weight loss may indicate that I need to be drinking more water :-("
50f2e37de4b056530e65449c,1/13/13 16:40,Client,62,,"Got it.  So sorry to hear, drink that water and feel better!!!"
50f4ad06e4b056530e61c9f6,1/15/13 1:12,Client,890,,"It was nuce to chat for a bit tonight, I think you are on the right path to recovery. Your mindset is there and we do not have to play the catch up game! Which is absolutely fantatstic and you should be very proud of yourself. Goals:*Nice and easy: we want to gradually ease into everything- back into rowing next week- start off gradually and test the waters- Pliates- elbow permitting in the next couple of weeks- Back into the pool, weather permitting- continue steps- getting to 10k per day is so easy now! :)We will regroup before I leave for vacation in the next couple of weeks to see how you are feeling and how your body is feeling. We have a grand total 3.5 session left before the end of your program! Lets start thinking about how we want to divvy them up over next 6 months or so! We can always change them but it will be nice to get a game plan in place. Feel better!"
50f880b9e4b056530e63cd07,1/17/13 22:52,Client,70,,Feeling a little better today.  May start doing some walking tomorrow.
50f880b9e4b056530e63cd07,1/17/13 22:52,Client,51,,I am so glad you are feeling somewhat normal again!
50f880b9e4b056530e63cd07,1/17/13 22:52,Client,13,,Glad to hear!
50fc5bbee4b056530e6ac2dc,1/20/13 21:03,Client,63,,Glad you are feeling better!  Let me know if you need anything.
50fc5bbee4b056530e6ac2dc,1/20/13 21:03,Client,74,,"So far, so good!  Kind of bummed out about gaining two pounds overnight!!!"
50fc5bbee4b056530e6ac2dc,1/20/13 21:03,Client,404,,"Remember there is 3500 calories in 1 pound....so for it to be a true 2 lb weight gain you would have had to take in an additional 7000 calories above and beyond what it takes to maintain your current weight!  So....I bet it is due to being sick, medications you might have taken etc,  I bet once you get back on your normal routine....the number will come right back down...and then some!  Hang in there."
5101ec63e4b056530e5d187d,1/25/13 2:22,ExerciseLog,39,,Wow! Fabulous- everything ok after it!?
5101ec63e4b056530e5d187d,1/25/13 2:22,ExerciseLog,50,,So far so good.  We'll see how I feel Saturday :-)
5101ec63e4b056530e5d187d,1/25/13 2:22,ExerciseLog,15,,Keep me posted!
5103da49e4b056530e61ca4a,1/26/13 13:29,Client,281,,"Good morning !I just wanted to lremind you know that I will be on vacation from Sunday, January 27th until Sunday, February 8th. Please reach out to your team if you have any questions! I will check in when I return and we can get our 15 min on the calendar!Best,"
5109ba53e4b056530e54d824,1/31/13 0:26,FoodLog,62,,Looks like you are trying some new things...how is that going?
5109ba53e4b056530e54d824,1/31/13 0:26,FoodLog,393,,"I found a turkey meatloaf w/veggies dinner at our local health food store that you take home and heat up.  It's really good and there's enough for two meals.  The minestrone with meatballs was something my boyfriend made last night.  He made the turkey meatballs from scratch and then put them in Progresso soup.  It was great!  He's a good cook when I can get him to cook something healthy."
5111e1a2e4b056530e5d1889,2/6/13 4:52,ExerciseLog,0,Smiley2,
5111e261e4b056530e6ac2f9,2/6/13 4:56,Client,267,,"Hi , glad to see your food logs and that you are able to get back into the rowing.  Wanted to check and see how you were doing and make sure you are drinking enough fluid!  Will you be trying any new foods anytime soon!  Love to see that variety!  Take care."
5111e261e4b056530e6ac2f9,2/6/13 4:56,Client,307,,Getting kind of discouraged because I seem to have reached a plateau.  My weight is swinging up and down pretty regularly sometimes over a pound at a time.  Could it be that I'm not getting enough fluids?  I'm working back more vigorous exercise slowly so as not to reinjure my rib.  So far it's doing okay.
5111e261e4b056530e6ac2f9,2/6/13 4:56,Client,876,,"I noticed your weight fluctuating too!  Definitely if you are not drinking enough...it can effect your weight/loss.  In addition if you have been taking any type of anti-inflammatories for your injuries...that can make you retain water.  I am glad that you are slowly building that activity back in.  Are you still tracking your calories on the Fitbit site?  I have seen you post your calories consumed...calories expended....if you are eating at the calories for your goal (160#)...looking back at my notes...we estimated that you should be around 1461 calories a day...365 calories for breakfast, lunch and dinner at 183 calories each... for 2 snacks.  I hope as you increase your activity and your fluid...your weight loss will increase, however it may be worth seeing if you can decrease your calories in....closer to the 1461 calories.  Let me know what I can do to help."
5111e261e4b056530e6ac2f9,2/6/13 4:56,Client,249,,"No NSAIDs except for the occasional headache.  Yes, I'm still using Fitbit and have been using their calculations based on the goal of losing 1/2 pound a week -- eating 500 fewer calories than I am expending.  That's what I have been doing all along"
5111e261e4b056530e6ac2f9,2/6/13 4:56,Client,470,,"Unfortunately as you get closer to that goal....the weight loss will slow down.  Would you be willing to go back and try eating like you were when you started?  If you need help with that, I can go back on the timeline and look up what you were eating.  I am wondering about the dried fruit that you have been eating....even though you are tracking the calories of them...it may be worth changing them out for some fresh fruit...less calories and more water content too!"
